"","original_load","solar_gen","wind_gen","battery_output","battery_state_of_charge","net_load","exports","X","X.1","X.2","day","hour"
"1287",6635,10553,"0",0,"82,337","-3,918",-3917.89653,NA,NA,NA,54,15
"1288",7468,14820,"0",0,"82,337","-7,353",-7352.918674,NA,NA,NA,54,16
"1289",7582,15540,"0",0,"82,337","-7,958",-7958.322729,NA,NA,NA,54,17
"1290",8266,9909,"0",0,"82,337","-1,643",-1643.188398,NA,NA,NA,54,18
"1291",8477,3107,"78",5292,"76,825","0",0,NA,NA,NA,54,19
"1292",9864,8,"0",9856,"66,558","0",0,NA,NA,NA,54,20
"1293",10721,0,"0",10721,"55,390","0",0,NA,NA,NA,54,21
"1294",10300,0,"0",10300,"44,661","0",0,NA,NA,NA,54,22
"1295",9634,0,"0",9634,"34,626","0",0,NA,NA,NA,54,23
"1296",8794,0,"0",8794,"25,465","0",0,NA,NA,NA,54,24
"1297",7908,0,"0",7908,"17,227","0",0,NA,NA,NA,55,1
"1298",7440,0,"0",7440,"9,478","0",0,NA,NA,NA,55,2
"1299",7167,0,"0",7167,"2,012","0",0,NA,NA,NA,55,3
"1300",7005,0,"363",1932,"0","4,710",0,NA,NA,NA,55,4
"1301",6959,0,"727",0,"0","6,233",0,NA,NA,NA,55,5
"1302",6965,0,"727",0,"0","6,238",0,NA,NA,NA,55,6
"1303",6608,2,"1,142",0,"0","5,464",0,NA,NA,NA,55,7
"1304",6528,286,"363",0,"0","5,878",0,NA,NA,NA,55,8
"1305",6838,920,"1,142",0,"0","4,776",0,NA,NA,NA,55,9
"1306",6619,2807,"3,919",-108,"104","0",0,NA,NA,NA,55,10
"1307",5681,2093,"6,151",-2564,"2,565","0",0,NA,NA,NA,55,11
"1308",5145,20886,"7,501",-23243,"24,878","0",0,NA,NA,NA,55,12
"1309",5351,16995,"7,501",-19145,"43,257","0",0,NA,NA,NA,55,13
"1310",4468,16704,"7,475",-19710,"62,179","0",0,NA,NA,NA,55,14
"1311",4708,16010,"7,475",-18777,"80,205","0",0,NA,NA,NA,55,15
"1312",5379,19225,"7,475",-2221,"82,337","-19,100",-19100.24113,NA,NA,NA,55,16
"1313",6268,13699,"4,932",0,"82,337","-12,363",-12362.6008,NA,NA,NA,55,17
"1314",7082,11482,"7,475",0,"82,337","-11,875",-11875.39372,NA,NA,NA,55,18
"1315",7691,2913,"4,957",0,"82,337","-179",-179.3450494,NA,NA,NA,55,19
"1316",8982,0,"3,037",5945,"76,145","0",0,NA,NA,NA,55,20
"1317",9907,0,"3,037",6870,"68,988","0",0,NA,NA,NA,55,21
"1318",9484,0,"6,125",3359,"65,490","0",0,NA,NA,NA,55,22
"1319",8722,0,"8,981",-258,"65,737","0",0,NA,NA,NA,55,23
"1320",8101,0,"8,981",-879,"66,581","0",0,NA,NA,NA,55,24
"1321",7701,0,"10,538",-2837,"69,305","0",0,NA,NA,NA,56,1
"1322",7440,0,"10,538",-3098,"72,279","0",0,NA,NA,NA,56,2
"1323",7233,0,"7,449",-216,"72,486","0",0,NA,NA,NA,56,3
"1324",7123,0,"7,449",-326,"72,799","0",-5.68434e-13,NA,NA,NA,56,4
"1325",7104,0,"6,100",1005,"71,753","0",0,NA,NA,NA,56,5
"1326",7379,0,"4,932",2448,"69,203","0",-4.54747e-12,NA,NA,NA,56,6
"1327",7881,3,"3,037",4841,"64,160","0",0,NA,NA,NA,56,7
"1328",7905,806,"727",6371,"57,523","0",0,NA,NA,NA,56,8
"1329",8469,3563,"1,142",3765,"53,602","0",0,NA,NA,NA,56,9
"1330",8688,3952,"1,142",3594,"49,858","0",0,NA,NA,NA,56,10
"1331",8750,6822,"727",1201,"48,607","0",-3.18323e-12,NA,NA,NA,56,11
"1332",8104,13326,"727",-5948,"54,318","0",0,NA,NA,NA,56,12
"1333",9039,15567,"1,142",-7670,"61,681","0",0,NA,NA,NA,56,13
"1334",7964,15264,"2,284",-9584,"70,882","0",0,NA,NA,NA,56,14
"1335",8436,8683,"3,919",-4166,"74,881","0",0,NA,NA,NA,56,15
"1336",8929,6615,"6,125",-3812,"78,540","0",0,NA,NA,NA,56,16
"1337",9060,4056,"3,893",1111,"77,383","0",0,NA,NA,NA,56,17
"1338",9358,1761,"4,932",2665,"74,606","0",0,NA,NA,NA,56,18
"1339",9116,685,"3,037",5394,"68,988","0",0,NA,NA,NA,56,19
"1340",10362,0,"2,284",8078,"60,573","0",0,NA,NA,NA,56,20
"1341",11070,0,"3,037",8034,"52,205","0",0,NA,NA,NA,56,21
"1342",10730,0,"7,475",3254,"48,815","0",0,NA,NA,NA,56,22
"1343",9965,0,"8,981",984,"47,790","0",0,NA,NA,NA,56,23
"1344",9024,0,"8,981",43,"47,744","0",-3.01981e-12,NA,NA,NA,56,24
"1345",8417,0,"10,564",-2147,"49,805","0",0,NA,NA,NA,57,1
"1346",8135,0,"10,564",-2429,"52,137","0",0,NA,NA,NA,57,2
"1347",7905,0,"11,991",-4087,"56,060","0",0,NA,NA,NA,57,3
"1348",7786,0,"10,538",-2752,"58,702","0",0,NA,NA,NA,57,4
"1349",7745,0,"8,955",-1210,"59,863","0",0,NA,NA,NA,57,5
"1350",7971,0,"7,449",522,"59,319","0",0,NA,NA,NA,57,6
"1351",8467,1,"7,449",1018,"58,259","0",-2.95586e-12,NA,NA,NA,57,7
"1352",8597,3148,"8,955",-3505,"61,624","0",0,NA,NA,NA,57,8
"1353",9288,9554,"10,538",-10805,"71,996","0",0,NA,NA,NA,57,9
"1354",9504,14409,"11,965",-10771,"82,337","-6,099",-6098.752763,NA,NA,NA,57,10
"1355",10326,18759,"10,538",0,"82,337","-18,972",-18971.56124,NA,NA,NA,57,11
"1356",9561,22156,"10,538",0,"82,337","-23,133",-23132.96347,NA,NA,NA,57,12
"1357",10115,22147,"7,449",0,"82,337","-19,482",-19481.84524,NA,NA,NA,57,13
"1358",10126,23985,"7,475",0,"82,337","-21,334",-21333.55371,NA,NA,NA,57,14
"1359",10352,23482,"6,125",0,"82,337","-19,255",-19255.49095,NA,NA,NA,57,15
"1360",9813,19119,"7,475",0,"82,337","-16,781",-16781.43608,NA,NA,NA,57,16
"1361",9830,12067,"6,125",0,"82,337","-8,363",-8362.985538,NA,NA,NA,57,17
"1362",9432,7419,"6,125",0,"82,337","-4,113",-4113.044558,NA,NA,NA,57,18
"1363",9514,1948,"4,957",2609,"79,620","0",-5.00222e-12,NA,NA,NA,57,19
"1364",10709,0,"3,919",6790,"72,547","0",0,NA,NA,NA,57,20
"1365",11011,0,"4,957",6054,"66,241","0",0,NA,NA,NA,57,21
"1366",10408,0,"7,501",2907,"63,213","0",0,NA,NA,NA,57,22
"1367",9524,0,"9,007",518,"62,674","0",0,NA,NA,NA,57,23
"1368",8768,0,"7,475",1293,"61,327","0",0,NA,NA,NA,57,24
"1369",8186,0,"7,475",710,"60,587","0",-2.95586e-12,NA,NA,NA,58,1
"1370",7894,0,"6,125",1769,"58,744","0",0,NA,NA,NA,58,2
"1371",7712,0,"4,932",2781,"55,848","0",-3.63798e-12,NA,NA,NA,58,3
"1372",7704,0,"3,893",3811,"51,878","0",0,NA,NA,NA,58,4
"1373",7637,0,"3,011",4626,"47,060","0",0,NA,NA,NA,58,5
"1374",7834,0,"2,284",5550,"41,278","0",0,NA,NA,NA,58,6
"1375",8251,1,"2,284",5965,"35,064","0",0,NA,NA,NA,58,7
"1376",8231,1032,"2,284",4916,"29,944","0",0,NA,NA,NA,58,8
"1377",9104,3102,"2,284",3718,"26,071","0",0,NA,NA,NA,58,9
"1378",9326,5616,"2,284",1426,"24,585","0",0,NA,NA,NA,58,10
"1379",9004,7862,"1,661",-519,"25,083","0",0,NA,NA,NA,58,11
"1380",9524,8914,"1,142",-531,"25,594","0",-1.36424e-12,NA,NA,NA,58,12
"1381",10651,8109,"1,142",1399,"24,136","0",0,NA,NA,NA,58,13
"1382",10309,6317,"1,661",2331,"21,707","0",0,NA,NA,NA,58,14
"1383",9748,4464,"2,284",3000,"18,582","0",0,NA,NA,NA,58,15
"1384",9939,3747,"1,661",4530,"13,863","0",0,NA,NA,NA,58,16
"1385",9993,2897,"1,142",5954,"7,660","0",0,NA,NA,NA,58,17
"1386",9169,1934,"1,142",6093,"1,313","0",0,NA,NA,NA,58,18
"1387",9269,522,"727",1261,"0","6,760",0,NA,NA,NA,58,19
"1388",10711,0,"363",0,"0","10,347",0,NA,NA,NA,58,20
"1389",10995,0,"727",0,"0","10,268",0,NA,NA,NA,58,21
"1390",10428,0,"1,142",0,"0","9,286",0,NA,NA,NA,58,22
"1391",9470,0,"1,661",0,"0","7,809",0,NA,NA,NA,58,23
"1392",8834,0,"1,142",0,"0","7,692",0,NA,NA,NA,58,24
"1393",8358,0,"1,142",0,"0","7,216",0,NA,NA,NA,59,1
"1394",8094,0,"1,661",0,"0","6,433",0,NA,NA,NA,59,2
"1395",7677,0,"1,142",0,"0","6,534",0,NA,NA,NA,59,3
"1396",7624,0,"1,142",0,"0","6,482",0,NA,NA,NA,59,4
"1397",7582,0,"727",0,"0","6,855",0,NA,NA,NA,59,5
"1398",7693,0,"727",0,"0","6,966",0,NA,NA,NA,59,6
"1399",7765,7,"1,142",0,"0","6,616",0,NA,NA,NA,59,7
"1400",8231,1803,"1,142",0,"0","5,286",0,NA,NA,NA,59,8
"1401",9707,6242,"1,142",0,"0","2,323",0,NA,NA,NA,59,9
"1402",9398,8178,"1,661",-441,"423","0",0,NA,NA,NA,59,10
"1403",8661,9360,"1,661",-2360,"2,689","0",0,NA,NA,NA,59,11
"1404",8575,7968,"3,037",-2430,"5,022","0",0,NA,NA,NA,59,12
"1405",8299,9361,"3,037",-4099,"8,957","0",0,NA,NA,NA,59,13
"1406",9490,9258,"3,037",-2805,"11,649","0",0,NA,NA,NA,59,14
"1407",9644,7758,"3,037",-1151,"12,754","0",0,NA,NA,NA,59,15
"1408",10153,7808,"1,661",684,"12,041","0",0,NA,NA,NA,59,16
"1409",10372,5741,"1,142",3490,"8,406","0",0,NA,NA,NA,59,17
"1410",9779,4109,"1,142",4528,"3,689","0",0,NA,NA,NA,59,18
"1411",9832,1048,"1,661",3542,"0","3,581",0,NA,NA,NA,59,19
"1412",11166,0,"2,284",0,"0","8,882",0,NA,NA,NA,59,20
"1413",11570,0,"3,037",0,"0","8,533",0,NA,NA,NA,59,21
"1414",10973,0,"3,037",0,"0","7,937",0,NA,NA,NA,59,22
"1415",10203,0,"2,284",0,"0","7,919",0,NA,NA,NA,59,23
"1416",9291,0,"2,284",0,"0","7,007",0,NA,NA,NA,59,24
"1417",5611,0,"2,284",0,"0","3,327",0,NA,NA,NA,60,1
"1418",5438,0,"2,284",0,"0","3,154",0,NA,NA,NA,60,2
"1419",5282,0,"3,011",0,"0","2,271",0,NA,NA,NA,60,3
"1420",5267,0,"3,893",0,"0","1,374",0,NA,NA,NA,60,4
"1421",5225,0,"4,932",0,"0","294",0,NA,NA,NA,60,5
"1422",5337,0,"4,932",0,"0","406",0,NA,NA,NA,60,6
"1423",5692,1,"6,125",-434,"417","0",0,NA,NA,NA,60,7
"1424",6117,2896,"7,475",-4254,"4,501","0",0,NA,NA,NA,60,8
"1425",7137,8381,"7,475",-8719,"12,871","0",0,NA,NA,NA,60,9
"1426",8031,13290,"6,151",-11411,"23,826","0",0,NA,NA,NA,60,10
"1427",8314,18446,"4,957",-15090,"38,312","0",0,NA,NA,NA,60,11
"1428",8461,22531,"6,125",-20195,"57,699","0",0,NA,NA,NA,60,12
"1429",8548,24358,"3,919",-19729,"76,639","0",0,NA,NA,NA,60,13
"1430",8635,23957,"3,037",-5935,"82,337","-12,424",-12423.77314,NA,NA,NA,60,14
"1431",8678,22622,"4,957",0,"82,337","-18,901",-18901.44931,NA,NA,NA,60,15
"1432",8517,19309,"6,125",0,"82,337","-16,918",-16917.54448,NA,NA,NA,60,16
"1433",8064,14606,"6,125",0,"82,337","-12,667",-12667.08851,NA,NA,NA,60,17
"1434",7308,8135,"7,475",0,"82,337","-8,302",-8302.220182,NA,NA,NA,60,18
"1435",7073,1937,"7,475",0,"82,337","-2,340",-2339.505902,NA,NA,NA,60,19
"1436",7755,0,"3,037",4718,"77,423","0",0,NA,NA,NA,60,20
"1437",7857,0,"3,037",4820,"72,402","0",0,NA,NA,NA,60,21
"1438",7511,0,"3,037",4474,"67,741","0",0,NA,NA,NA,60,22
"1439",6911,0,"3,037",3874,"63,706","0",0,NA,NA,NA,60,23
"1440",6314,0,"2,284",4030,"59,508","0",0,NA,NA,NA,60,24
"1441",5866,0,"3,037",2829,"56,560","0",0,NA,NA,NA,61,1
"1442",5636,0,"3,037",2599,"53,853","0",0,NA,NA,NA,61,2
"1443",5437,0,"3,037",2400,"51,353","0",0,NA,NA,NA,61,3
"1444",5333,0,"3,037",2296,"48,961","0",0,NA,NA,NA,61,4
"1445",5309,0,"3,037",2273,"46,594","0",0,NA,NA,NA,61,5
"1446",5333,0,"3,037",2296,"44,202","0",0,NA,NA,NA,61,6
"1447",5520,5,"3,037",2478,"41,621","0",0,NA,NA,NA,61,7
"1448",5000,3568,"3,919",-2487,"44,009","0",0,NA,NA,NA,61,8
"1449",6326,11006,"3,919",-8599,"52,264","0",0,NA,NA,NA,61,9
"1450",7699,20472,"3,037",-15809,"67,441","0",0,NA,NA,NA,61,10
"1451",8234,23518,"3,037",-15516,"82,337","-2,804",-2804.136602,NA,NA,NA,61,11
"1452",8324,23331,"3,919",0,"82,337","-18,926",-18926.17414,NA,NA,NA,61,12
"1453",8444,20501,"4,957",0,"82,337","-17,015",-17014.93146,NA,NA,NA,61,13
"1454",8429,27953,"6,125",0,"82,337","-25,649",-25649.09947,NA,NA,NA,61,14
"1455",8181,26764,"6,125",0,"82,337","-24,708",-24708.15631,NA,NA,NA,61,15
"1456",7866,26884,"4,932",0,"82,337","-23,950",-23949.55418,NA,NA,NA,61,16
"1457",6994,21252,"3,893",0,"82,337","-18,151",-18150.90692,NA,NA,NA,61,17
"1458",6170,10149,"4,932",0,"82,337","-8,910",-8910.299579,NA,NA,NA,61,18
"1459",6254,2681,"4,932",0,"82,337","-1,358",-1358.089871,NA,NA,NA,61,19
"1460",6271,0,"3,037",3234,"78,968","0",0,NA,NA,NA,61,20
"1461",7467,0,"3,037",4430,"74,354","0",0,NA,NA,NA,61,21
"1462",7242,0,"3,037",4205,"69,973","0",0,NA,NA,NA,61,22
"1463",6678,0,"2,284",4394,"65,396","0",0,NA,NA,NA,61,23
"1464",6342,0,"2,284",4058,"61,169","0",0,NA,NA,NA,61,24
"1465",5821,0,"2,284",3537,"57,484","0",0,NA,NA,NA,62,1
"1466",5579,0,"3,011",2568,"54,809","0",0,NA,NA,NA,62,2
"1467",5381,0,"3,011",2370,"52,340","0",0,NA,NA,NA,62,3
"1468",5341,0,"3,011",2330,"49,913","0",0,NA,NA,NA,62,4
"1469",5412,0,"3,011",2401,"47,412","0",0,NA,NA,NA,62,5
"1470",5450,0,"3,011",2439,"44,872","0",0,NA,NA,NA,62,6
"1471",5571,0,"3,037",2534,"42,232","0",0,NA,NA,NA,62,7
"1472",5714,3307,"4,932",-2524,"44,655","0",0,NA,NA,NA,62,8
"1473",6453,6852,"4,932",-5331,"49,773","0",0,NA,NA,NA,62,9
"1474",6984,8699,"3,919",-5635,"55,182","0",0,NA,NA,NA,62,10
