"","original_load","solar_gen","wind_gen","battery_output","battery_state_of_charge","net_load","exports","X","X.1","X.2","day","hour"
"4997",5579,0,"9,240",0,"82,337","-3,661",-3661.121218,NA,NA,NA,209,5
"4998",5705,0,"9,240",0,"82,337","-3,535",-3535.390264,NA,NA,NA,209,6
"4999",5974,0,"9,240",0,"82,337","-3,267",-3266.586155,NA,NA,NA,209,7
"5000",5984,23,"9,240",0,"82,337","-3,279",-3279.303358,NA,NA,NA,209,8
"5001",5791,2164,"10,875",0,"82,337","-7,248",-7247.627041,NA,NA,NA,209,9
"5002",4959,4689,"10,875",0,"82,337","-10,605",-10605.27524,NA,NA,NA,209,10
"5003",4742,7515,"10,875",0,"82,337","-13,648",-13648.45368,NA,NA,NA,209,11
"5004",4889,9095,"10,875",0,"82,337","-15,082",-15081.51564,NA,NA,NA,209,12
"5005",5121,9936,"10,875",0,"82,337","-15,690",-15690.23197,NA,NA,NA,209,13
"5006",4590,10137,"9,240",0,"82,337","-14,787",-14786.93994,NA,NA,NA,209,14
"5007",4975,8997,"9,266",0,"82,337","-13,287",-13287.25961,NA,NA,NA,209,15
"5008",5571,6833,"7,709",0,"82,337","-8,971",-8970.840702,NA,NA,NA,209,16
"5009",6112,4215,"7,709",0,"82,337","-5,812",-5811.65037,NA,NA,NA,209,17
"5010",6531,1544,"6,307",0,"82,337","-1,320",-1320.285684,NA,NA,NA,209,18
"5011",8012,0,"5,087",2925,"79,291","0",0,NA,NA,NA,209,19
"5012",9159,0,"6,333",2826,"76,347","0",0,NA,NA,NA,209,20
"5013",8909,0,"5,087",3821,"72,366","0",0,NA,NA,NA,209,21
"5014",8493,0,"5,087",3406,"68,818","0",0,NA,NA,NA,209,22
"5015",7836,0,"5,087",2749,"65,955","0",0,NA,NA,NA,209,23
"5016",7086,0,"5,087",1999,"63,873","0",0,NA,NA,NA,209,24
"5017",6278,0,"4,023",2255,"61,524","0",0,NA,NA,NA,210,1
"5018",5806,0,"3,997",1809,"59,640","0",-2.04636e-12,NA,NA,NA,210,2
"5019",5576,0,"3,997",1579,"57,994","0",0,NA,NA,NA,210,3
"5020",5452,0,"3,089",2363,"55,533","0",-3.63798e-12,NA,NA,NA,210,4
"5021",5377,0,"3,089",2288,"53,150","0",0,NA,NA,NA,210,5
"5022",5516,0,"2,336",3180,"49,837","0",0,NA,NA,NA,210,6
"5023",5791,0,"1,713",4078,"45,590","0",0,NA,NA,NA,210,7
"5024",5863,299,"1,168",4397,"41,010","0",0,NA,NA,NA,210,8
"5025",6077,7910,"727",-2560,"43,468","0",0,NA,NA,NA,210,9
"5026",4983,12562,"1,194",-8773,"51,890","0",0,NA,NA,NA,210,10
"5027",3612,17591,"1,713",-15692,"66,954","0",0,NA,NA,NA,210,11
"5028",3053,16475,"2,336",-15758,"82,082","0",0,NA,NA,NA,210,12
"5029",4631,20895,"3,115",-266,"82,337","-19,112",-19112.27614,NA,NA,NA,210,13
"5030",4378,22301,"4,023",0,"82,337","-21,946",-21946.11537,NA,NA,NA,210,14
"5031",4626,25256,"5,087",0,"82,337","-25,718",-25717.68056,NA,NA,NA,210,15
"5032",4218,17913,"5,087",0,"82,337","-18,783",-18783.10435,NA,NA,NA,210,16
"5033",5471,11325,"6,281",0,"82,337","-12,135",-12135.22892,NA,NA,NA,210,17
"5034",5905,5049,"7,683",0,"82,337","-6,827",-6826.932282,NA,NA,NA,210,18
"5035",6929,21,"9,240",0,"82,337","-2,332",-2331.768278,NA,NA,NA,210,19
"5036",8234,0,"7,683",551,"81,763","0",0,NA,NA,NA,210,20
"5037",7967,0,"6,307",1660,"80,034","0",-5.68434e-12,NA,NA,NA,210,21
"5038",7481,0,"6,307",1174,"78,811","0",0,NA,NA,NA,210,22
"5039",6758,0,"5,087",1671,"77,070","0",-4.3201e-12,NA,NA,NA,210,23
"5040",6163,0,"5,087",1075,"75,950","0",0,NA,NA,NA,210,24
"5041",5752,0,"5,061",691,"75,230","0",0,NA,NA,NA,211,1
"5042",5452,0,"5,061",391,"74,823","0",-3.75167e-12,NA,NA,NA,211,2
"5043",5244,0,"6,281",-1037,"75,818","0",0,NA,NA,NA,211,3
"5044",5228,0,"6,281",-1053,"76,829","0",0,NA,NA,NA,211,4
"5045",5299,0,"7,657",-2358,"79,093","0",-6.82121e-12,NA,NA,NA,211,5
"5046",5610,0,"7,657",-2047,"81,058","0",-3.18323e-12,NA,NA,NA,211,6
"5047",6306,0,"6,281",25,"81,031","0",-4.41958e-12,NA,NA,NA,211,7
"5048",6903,77,"5,061",1765,"79,193","0",-5.68434e-12,NA,NA,NA,211,8
"5049",6254,1378,"3,115",1762,"77,357","0",0,NA,NA,NA,211,9
"5050",6044,3394,"3,115",-465,"77,804","0",0,NA,NA,NA,211,10
"5051",6366,5030,"3,115",-1778,"79,511","0",-3.63798e-12,NA,NA,NA,211,11
"5052",6020,6731,"3,115",-2944,"82,337","-881",-881.449375,NA,NA,NA,211,12
"5053",5426,9716,"2,336",0,"82,337","-6,625",-6625.439536,NA,NA,NA,211,13
"5054",5393,8159,"2,336",0,"82,337","-5,101",-5101.338624,NA,NA,NA,211,14
"5055",5399,6804,"2,336",0,"82,337","-3,741",-3740.977567,NA,NA,NA,211,15
"5056",6034,5755,"2,336",0,"82,337","-2,057",-2056.943736,NA,NA,NA,211,16
"5057",6657,3765,"3,115",0,"82,337","-223",-222.6058678,NA,NA,NA,211,17
"5058",7162,470,"4,023",2669,"79,557","0",0,NA,NA,NA,211,18
"5059",8206,1,"6,307",1898,"77,579","0",-2.50111e-12,NA,NA,NA,211,19
"5060",9377,0,"7,709",1668,"75,841","0",-5.22959e-12,NA,NA,NA,211,20
"5061",9067,0,"10,901",-1835,"77,603","0",0,NA,NA,NA,211,21
"5062",8460,0,"13,445",-4932,"82,337","-54",-53.72056436,NA,NA,NA,211,22
"5063",7433,0,"14,042",0,"82,337","-6,609",-6608.981048,NA,NA,NA,211,23
"5064",6592,0,"14,249",0,"82,337","-7,658",-7657.720633,NA,NA,NA,211,24
"5065",5938,0,"14,301",0,"82,337","-8,363",-8363.432309,NA,NA,NA,212,1
"5066",5626,0,"14,301",0,"82,337","-8,676",-8675.59192,NA,NA,NA,212,2
"5067",5419,0,"14,275",0,"82,337","-8,857",-8856.875859,NA,NA,NA,212,3
"5068",5348,0,"14,275",0,"82,337","-8,927",-8927.111772,NA,NA,NA,212,4
"5069",5364,0,"14,275",0,"82,337","-8,912",-8911.503791,NA,NA,NA,212,5
"5070",5606,0,"14,275",0,"82,337","-8,670",-8669.580093,NA,NA,NA,212,6
"5071",6306,0,"14,275",0,"82,337","-7,970",-7969.8223,NA,NA,NA,212,7
"5072",6903,290,"14,301",0,"82,337","-7,689",-7688.544412,NA,NA,NA,212,8
"5073",6214,7571,"14,301",0,"82,337","-15,659",-15659.00923,NA,NA,NA,212,9
"5074",6004,15142,"14,301",0,"82,337","-23,440",-23439.9875,NA,NA,NA,212,10
"5075",5470,21611,"14,301",0,"82,337","-30,442",-30442.20483,NA,NA,NA,212,11
"5076",5806,25266,"14,301",0,"82,337","-33,762",-33761.52127,NA,NA,NA,212,12
"5077",5550,27481,"14,249",0,"82,337","-36,181",-36181.48385,NA,NA,NA,212,13
"5078",4776,26874,"14,249",0,"82,337","-36,348",-36347.56996,NA,NA,NA,212,14
"5079",5725,23428,"14,016",0,"82,337","-31,720",-31719.59243,NA,NA,NA,212,15
"5080",5939,18228,"14,016",0,"82,337","-26,305",-26304.57364,NA,NA,NA,212,16
"5081",6522,11498,"14,016",0,"82,337","-18,992",-18991.85925,NA,NA,NA,212,17
"5082",7005,4410,"14,016",0,"82,337","-11,421",-11420.5389,NA,NA,NA,212,18
"5083",8445,1,"14,275",0,"82,337","-5,831",-5831.177939,NA,NA,NA,212,19
"5084",9501,0,"14,327",0,"82,337","-4,826",-4826.432558,NA,NA,NA,212,20
"5085",9192,0,"14,353",0,"82,337","-5,161",-5161.079086,NA,NA,NA,212,21
"5086",8545,0,"14,353",0,"82,337","-5,809",-5808.810277,NA,NA,NA,212,22
"5087",7578,0,"14,353",0,"82,337","-6,776",-6775.637959,NA,NA,NA,212,23
"5088",6782,0,"14,042",0,"82,337","-7,260",-7260.18068,NA,NA,NA,212,24
"5089",6048,0,"13,445",0,"82,337","-7,397",-7396.78255,NA,NA,NA,213,1
"5090",5797,0,"10,875",0,"82,337","-5,079",-5078.664101,NA,NA,NA,213,2
"5091",5563,0,"9,240",0,"82,337","-3,677",-3676.729199,NA,NA,NA,213,3
"5092",5407,0,"9,240",0,"82,337","-3,833",-3832.809004,NA,NA,NA,213,4
"5093",5547,0,"10,875",0,"82,337","-5,328",-5328.391789,NA,NA,NA,213,5
"5094",5845,0,"13,445",0,"82,337","-7,600",-7599.686297,NA,NA,NA,213,6
"5095",6535,0,"13,445",0,"82,337","-6,909",-6909.466714,NA,NA,NA,213,7
"5096",7152,276,"14,016",0,"82,337","-7,140",-7139.741706,NA,NA,NA,213,8
"5097",6922,8244,"14,016",0,"82,337","-15,338",-15337.53824,NA,NA,NA,213,9
"5098",7362,16229,"14,016",0,"82,337","-22,883",-22883.11242,NA,NA,NA,213,10
"5099",7012,22956,"13,445",0,"82,337","-29,388",-29388.16184,NA,NA,NA,213,11
"5100",7164,27379,"12,355",0,"82,337","-32,570",-32570.14266,NA,NA,NA,213,12
"5101",5776,27880,"12,355",0,"82,337","-34,459",-34459.42605,NA,NA,NA,213,13
"5102",5629,26510,"12,355",0,"82,337","-33,236",-33235.59111,NA,NA,NA,213,14
"5103",6372,22946,"10,875",0,"82,337","-27,450",-27450.25786,NA,NA,NA,213,15
"5104",6574,18375,"9,240",0,"82,337","-21,040",-21040.24362,NA,NA,NA,213,16
"5105",6625,11718,"10,901",0,"82,337","-15,995",-15994.86639,NA,NA,NA,213,17
"5106",7049,4380,"10,901",0,"82,337","-8,232",-8232.044607,NA,NA,NA,213,18
"5107",8239,3,"12,381",0,"82,337","-4,144",-4144.364983,NA,NA,NA,213,19
"5108",9615,0,"12,407",0,"82,337","-2,791",-2791.277606,NA,NA,NA,213,20
"5109",9256,0,"12,407",0,"82,337","-3,150",-3150.261158,NA,NA,NA,213,21
"5110",8718,0,"12,407",0,"82,337","-3,689",-3688.736486,NA,NA,NA,213,22
"5111",7768,0,"12,381",0,"82,337","-4,612",-4612.26661,NA,NA,NA,213,23
"5112",7021,0,"10,901",0,"82,337","-3,880",-3880.260098,NA,NA,NA,213,24
"5113",6393,0,"9,266",0,"82,337","-2,873",-2872.860258,NA,NA,NA,214,1
"5114",6063,0,"10,901",0,"82,337","-4,838",-4838.416679,NA,NA,NA,214,2
"5115",5920,0,"13,471",0,"82,337","-7,551",-7551.070191,NA,NA,NA,214,3
"5116",5824,0,"13,471",0,"82,337","-7,646",-7646.452294,NA,NA,NA,214,4
"5117",5803,0,"14,042",0,"82,337","-8,239",-8239.147902,NA,NA,NA,214,5
"5118",5952,0,"14,042",0,"82,337","-8,090",-8090.004977,NA,NA,NA,214,6
"5119",6721,0,"14,301",0,"82,337","-7,580",-7580.431953,NA,NA,NA,214,7
"5120",7258,257,"14,068",0,"82,337","-7,067",-7066.92197,NA,NA,NA,214,8
"5121",6617,7366,"14,068",0,"82,337","-14,817",-14816.96526,NA,NA,NA,214,9
"5122",6172,13718,"14,068",0,"82,337","-21,614",-21613.69875,NA,NA,NA,214,10
"5123",5544,20453,"14,068",0,"82,337","-28,977",-28976.57595,NA,NA,NA,214,11
"5124",5687,25596,"14,068",0,"82,337","-33,977",-33977.40019,NA,NA,NA,214,12
"5125",4957,25991,"13,471",0,"82,337","-34,504",-34504.2,NA,NA,NA,214,13
"5126",4767,21049,"13,471",0,"82,337","-29,754",-29753.58069,NA,NA,NA,214,14
"5127",5804,23622,"12,407",0,"82,337","-30,224",-30224.3569,NA,NA,NA,214,15
"5128",5703,18220,"12,407",0,"82,337","-24,924",-24923.82282,NA,NA,NA,214,16
"5129",6248,12618,"14,068",0,"82,337","-20,439",-20438.74017,NA,NA,NA,214,17
"5130",7038,4514,"14,327",0,"82,337","-11,803",-11803.32399,NA,NA,NA,214,18
"5131",8196,15,"14,405",0,"82,337","-6,224",-6223.870215,NA,NA,NA,214,19
"5132",9481,0,"14,379",0,"82,337","-4,898",-4898.286803,NA,NA,NA,214,20
"5133",9190,0,"14,379",0,"82,337","-5,189",-5188.768663,NA,NA,NA,214,21
"5134",8540,0,"14,379",0,"82,337","-5,839",-5839.101185,NA,NA,NA,214,22
"5135",7590,0,"14,353",0,"82,337","-6,763",-6763.498419,NA,NA,NA,214,23
"5136",6864,0,"14,353",0,"82,337","-7,489",-7489.269513,NA,NA,NA,214,24
"5137",6248,0,"14,327",0,"82,337","-8,080",-8079.829386,NA,NA,NA,215,1
"5138",5896,0,"14,301",0,"82,337","-8,405",-8405.053591,NA,NA,NA,215,2
"5139",5669,0,"14,301",0,"82,337","-8,632",-8632.236418,NA,NA,NA,215,3
"5140",5602,0,"14,301",0,"82,337","-8,700",-8699.871,NA,NA,NA,215,4
"5141",5669,0,"14,301",0,"82,337","-8,632",-8632.236418,NA,NA,NA,215,5
"5142",5967,0,"14,301",0,"82,337","-8,334",-8333.950568,NA,NA,NA,215,6
"5143",6607,0,"14,301",0,"82,337","-7,694",-7694.023367,NA,NA,NA,215,7
"5144",7001,290,"14,327",0,"82,337","-7,616",-7616.245401,NA,NA,NA,215,8
"5145",6848,5636,"14,327",0,"82,337","-13,114",-13114.43624,NA,NA,NA,215,9
"5146",6226,8377,"14,327",0,"82,337","-16,478",-16478.10948,NA,NA,NA,215,10
"5147",5771,10965,"14,327",0,"82,337","-19,522",-19521.89208,NA,NA,NA,215,11
"5148",6426,14666,"14,327",0,"82,337","-22,567",-22566.88912,NA,NA,NA,215,12
"5149",5837,15397,"14,327",0,"82,337","-23,888",-23888.16719,NA,NA,NA,215,13
"5150",5805,16817,"14,275",0,"82,337","-25,287",-25287.2618,NA,NA,NA,215,14
"5151",6989,19445,"14,275",0,"82,337","-26,731",-26731.44507,NA,NA,NA,215,15
"5152",7221,19935,"14,275",0,"82,337","-26,989",-26988.88267,NA,NA,NA,215,16
"5153",7307,12097,"14,327",0,"82,337","-19,117",-19117.30465,NA,NA,NA,215,17
"5154",7135,6064,"14,327",0,"82,337","-13,257",-13256.76863,NA,NA,NA,215,18
"5155",8154,52,"14,275",0,"82,337","-6,173",-6173.326801,NA,NA,NA,215,19
"5156",9267,0,"14,327",0,"82,337","-5,061",-5060.552266,NA,NA,NA,215,20
"5157",8998,0,"14,353",0,"82,337","-5,355",-5355.311732,NA,NA,NA,215,21
"5158",8447,0,"14,353",0,"82,337","-5,907",-5906.79371,NA,NA,NA,215,22
"5159",7719,0,"14,379",0,"82,337","-6,660",-6660.254382,NA,NA,NA,215,23
"5160",7044,0,"14,301",0,"82,337","-7,258",-7257.867023,NA,NA,NA,215,24
"5161",6356,0,"14,301",0,"82,337","-7,945",-7945.485275,NA,NA,NA,216,1
"5162",5944,0,"14,042",0,"82,337","-8,098",-8097.808968,NA,NA,NA,216,2
"5163",5625,0,"14,016",0,"82,337","-8,391",-8390.950101,NA,NA,NA,216,3
"5164",5485,0,"14,016",0,"82,337","-8,531",-8530.554816,NA,NA,NA,216,4
"5165",5446,0,"13,990",0,"82,337","-8,544",-8543.61941,NA,NA,NA,216,5
"5166",5618,0,"13,990",0,"82,337","-8,372",-8371.931624,NA,NA,NA,216,6
"5167",5941,0,"14,016",0,"82,337","-8,074",-8074.454941,NA,NA,NA,216,7
"5168",5627,75,"14,016",0,"82,337","-8,464",-8463.801495,NA,NA,NA,216,8
"5169",5790,7987,"14,016",0,"82,337","-16,213",-16213.49537,NA,NA,NA,216,9
"5170",5021,11200,"14,275",0,"82,337","-20,454",-20454.4259,NA,NA,NA,216,10
"5171",4324,8693,"14,275",0,"82,337","-18,644",-18643.72182,NA,NA,NA,216,11
"5172",4186,9684,"14,275",0,"82,337","-19,773",-19772.99112,NA,NA,NA,216,12
"5173",4355,14563,"14,275",0,"82,337","-24,483",-24482.59705,NA,NA,NA,216,13
"5174",5248,14954,"14,275",0,"82,337","-23,981",-23981.41838,NA,NA,NA,216,14
"5175",4489,27823,"14,275",0,"82,337","-37,609",-37609.2363,NA,NA,NA,216,15
"5176",4924,24594,"14,275",0,"82,337","-33,946",-33945.50217,NA,NA,NA,216,16
"5177",5724,16177,"14,016",0,"82,337","-24,469",-24469.15459,NA,NA,NA,216,17
"5178",6635,6377,"14,016",0,"82,337","-13,758",-13757.63845,NA,NA,NA,216,18
"5179",7884,114,"14,016",0,"82,337","-6,246",-6245.762468,NA,NA,NA,216,19
"5180",9251,0,"14,249",0,"82,337","-4,998",-4998.294175,NA,NA,NA,216,20
"5181",8996,0,"14,249",0,"82,337","-5,253",-5253.224524,NA,NA,NA,216,21
"5182",8538,0,"14,249",0,"82,337","-5,712",-5711.925729,NA,NA,NA,216,22
"5183",7861,0,"14,249",0,"82,337","-6,388",-6388.271551,NA,NA,NA,216,23
"5184",7108,0,"14,016",0,"82,337","-6,908",-6908.191952,NA,NA,NA,216,24
"5185",6284,0,"13,990",0,"82,337","-7,706",-7705.991122,NA,NA,NA,217,1
"5186",5841,0,"13,990",0,"82,337","-8,149",-8149.084347,NA,NA,NA,217,2
"5187",5519,0,"13,990",0,"82,337","-8,471",-8470.782167,NA,NA,NA,217,3
"5188",5428,0,"13,964",0,"82,337","-8,536",-8535.873363,NA,NA,NA,217,4
"5189",5419,0,"13,990",0,"82,337","-8,570",-8570.499821,NA,NA,NA,217,5
"5190",5612,0,"13,990",0,"82,337","-8,378",-8378.001394,NA,NA,NA,217,6
"5191",5745,0,"13,990",0,"82,337","-8,245",-8245.33356,NA,NA,NA,217,7
"5192",5834,389,"13,990",0,"82,337","-8,545",-8544.892235,NA,NA,NA,217,8
"5193",6399,8910,"14,249",0,"82,337","-16,760",-16760.01677,NA,NA,NA,217,9
"5194",5507,17364,"14,249",0,"82,337","-26,106",-26106.05259,NA,NA,NA,217,10
"5195",3261,23313,"14,301",0,"82,337","-34,354",-34353.66005,NA,NA,NA,217,11
"5196",4203,27208,"14,301",0,"82,337","-37,306",-37306.08055,NA,NA,NA,217,12
"5197",3426,28725,"14,249",0,"82,337","-39,548",-39548.1544,NA,NA,NA,217,13
"5198",3416,28272,"14,249",0,"82,337","-39,106",-39106.16715,NA,NA,NA,217,14
"5199",3749,25225,"13,990",0,"82,337","-35,466",-35465.58427,NA,NA,NA,217,15
"5200",3832,19761,"13,990",0,"82,337","-29,919",-29919.2228,NA,NA,NA,217,16
"5201",4840,12623,"14,249",0,"82,337","-22,032",-22032.34761,NA,NA,NA,217,17
"5202",5508,4924,"14,249",0,"82,337","-13,666",-13666.10688,NA,NA,NA,217,18
"5203",7251,2,"14,249",0,"82,337","-7,000",-7000.419858,NA,NA,NA,217,19
"5204",8213,0,"14,275",0,"82,337","-6,062",-6062.180237,NA,NA,NA,217,20
"5205",7964,0,"14,275",0,"82,337","-6,312",-6311.907925,NA,NA,NA,217,21
"5206",7395,0,"14,249",0,"82,337","-6,855",-6854.776747,NA,NA,NA,217,22
"5207",6731,0,"14,198",0,"82,337","-7,466",-7466.205204,NA,NA,NA,217,23
"5208",6169,0,"14,172",0,"82,337","-8,002",-8002.137146,NA,NA,NA,217,24
"5209",5660,0,"13,938",0,"82,337","-8,278",-8278.399628,NA,NA,NA,218,1
"5210",5474,0,"14,146",0,"82,337","-8,672",-8671.604032,NA,NA,NA,218,2
"5211",5341,0,"13,886",0,"82,337","-8,546",-8545.585405,NA,NA,NA,218,3
"5212",5255,0,"13,886",0,"82,337","-8,631",-8631.429298,NA,NA,NA,218,4
"5213",5392,0,"13,289",0,"82,337","-7,897",-7897.452699,NA,NA,NA,218,5
"5214",5711,0,"13,860",0,"82,337","-8,149",-8149.374065,NA,NA,NA,218,6
"5215",6431,0,"13,860",0,"82,337","-7,429",-7428.805631,NA,NA,NA,218,7
"5216",7020,236,"13,289",0,"82,337","-6,505",-6504.562545,NA,NA,NA,218,8
"5217",6613,7548,"14,120",0,"82,337","-15,055",-15054.70016,NA,NA,NA,218,9
"5218",6454,14773,"14,172",0,"82,337","-22,491",-22490.68671,NA,NA,NA,218,10
"5219",6568,20283,"14,172",0,"82,337","-27,886",-27886.43549,NA,NA,NA,218,11
"5220",5811,24107,"13,886",0,"82,337","-32,181",-32181.27418,NA,NA,NA,218,12
"5221",5168,25682,"12,277",0,"82,337","-32,791",-32791.34959,NA,NA,NA,218,13
"5222",4411,26280,"13,341",0,"82,337","-35,210",-35210.32105,NA,NA,NA,218,14
"5223",5578,22785,"13,886",0,"82,337","-31,093",-31092.51214,NA,NA,NA,218,15
"5224",5991,18581,"13,886",0,"82,337","-26,476",-26476.02868,NA,NA,NA,218,16
"5225",6287,12695,"13,315",0,"82,337","-19,722",-19722.30278,NA,NA,NA,218,17
"5226",6783,4264,"12,225",0,"82,337","-9,705",-9705.155327,NA,NA,NA,218,18
"5227",7840,5,"12,251",0,"82,337","-4,416",-4416.259052,NA,NA,NA,218,19
"5228",9074,0,"13,860",0,"82,337","-4,786",-4785.854264,NA,NA,NA,218,20
"5229",8747,0,"13,860",0,"82,337","-5,114",-5113.621855,NA,NA,NA,218,21
"5230",8281,0,"13,860",0,"82,337","-5,579",-5579.25994,NA,NA,NA,218,22
"5231",7435,0,"14,146",0,"82,337","-6,710",-6710.201147,NA,NA,NA,218,23
"5232",6682,0,"14,146",0,"82,337","-7,464",-7463.719762,NA,NA,NA,218,24
"5233",6091,0,"14,120",0,"82,337","-8,028",-8028.266334,NA,NA,NA,219,1
"5234",5703,0,"14,120",0,"82,337","-8,417",-8416.731627,NA,NA,NA,219,2
"5235",5634,0,"14,094",0,"82,337","-8,460",-8460.145072,NA,NA,NA,219,3
"5236",5504,0,"14,042",0,"82,337","-8,538",-8538.300862,NA,NA,NA,219,4
"5237",5535,0,"14,042",0,"82,337","-8,507",-8507.084901,NA,NA,NA,219,5
"5238",5723,0,"13,808",0,"82,337","-8,085",-8085.323811,NA,NA,NA,219,6
"5239",6445,0,"13,808",0,"82,337","-7,363",-7363.021157,NA,NA,NA,219,7
"5240",7032,215,"14,094",0,"82,337","-7,277",-7276.784336,NA,NA,NA,219,8
"5241",6535,5167,"14,094",0,"82,337","-12,725",-12725.39028,NA,NA,NA,219,9
"5242",5817,10767,"14,120",0,"82,337","-19,070",-19070.22442,NA,NA,NA,219,10
"5243",5310,15793,"14,120",0,"82,337","-24,602",-24602.12006,NA,NA,NA,219,11
"5244",5184,18787,"14,094",0,"82,337","-27,697",-27697.14736,NA,NA,NA,219,12
"5245",4721,19247,"14,094",0,"82,337","-28,619",-28618.89789,NA,NA,NA,219,13
"5246",5112,17603,"14,094",0,"82,337","-26,584",-26583.80995,NA,NA,NA,219,14
"5247",5045,14853,"14,068",0,"82,337","-23,875",-23875.46328,NA,NA,NA,219,15
"5248",6378,11483,"14,068",0,"82,337","-19,173",-19172.66812,NA,NA,NA,219,16
"5249",6078,6885,"14,068",0,"82,337","-14,874",-14874.04304,NA,NA,NA,219,17
"5250",6549,1821,"14,068",0,"82,337","-9,340",-9339.528595,NA,NA,NA,219,18
"5251",7823,2,"14,068",0,"82,337","-6,246",-6246.27321,NA,NA,NA,219,19
"5252",9370,0,"14,068",0,"82,337","-4,698",-4697.812601,NA,NA,NA,219,20
"5253",8919,0,"14,068",0,"82,337","-5,149",-5148.709816,NA,NA,NA,219,21
"5254",8331,0,"14,068",0,"82,337","-5,737",-5736.610416,NA,NA,NA,219,22
"5255",7381,0,"14,016",0,"82,337","-6,635",-6635.052293,NA,NA,NA,219,23
"5256",6603,0,"14,016",0,"82,337","-7,413",-7412.849989,NA,NA,NA,219,24
"5257",5969,0,"13,756",0,"82,337","-7,787",-7787.153848,NA,NA,NA,220,1
"5258",5623,0,"12,121",0,"82,337","-6,498",-6497.94325,NA,NA,NA,220,2
"5259",5523,0,"7,553",0,"82,337","-2,030",-2029.518046,NA,NA,NA,220,3
"5260",5399,0,"7,553",0,"82,337","-2,154",-2153.51478,NA,NA,NA,220,4
"5261",5507,0,"7,553",0,"82,337","-2,046",-2045.993136,NA,NA,NA,220,5
"5262",5717,0,"9,084",0,"82,337","-3,368",-3367.518581,NA,NA,NA,220,6
"5263",6546,0,"9,084",0,"82,337","-2,539",-2538.561393,NA,NA,NA,220,7
"5264",6945,443,"6,203",299,"82,026","0",0,NA,NA,NA,220,8
"5265",6343,9019,"7,579",-324,"82,337","-9,931",-9931.15412,NA,NA,NA,220,9
"5266",6445,17573,"10,720",0,"82,337","-21,847",-21847.10661,NA,NA,NA,220,10
"5267",5334,23647,"10,720",0,"82,337","-29,032",-29032.40412,NA,NA,NA,220,11
"5268",4816,26933,"10,720",0,"82,337","-32,836",-32836.27307,NA,NA,NA,220,12
"5269",5066,28901,"10,720",0,"82,337","-34,555",-34554.52302,NA,NA,NA,220,13
"5270",4950,27533,"10,694",0,"82,337","-33,276",-33276.31571,NA,NA,NA,220,14
"5271",5189,24750,"10,694",0,"82,337","-30,255",-30254.91225,NA,NA,NA,220,15
"5272",5629,19542,"10,694",0,"82,337","-24,606",-24606.08362,NA,NA,NA,220,16
"5273",6604,12163,"9,084",0,"82,337","-14,643",-14643.28651,NA,NA,NA,220,17
"5274",6828,4633,"7,553",0,"82,337","-5,358",-5358.052038,NA,NA,NA,220,18
"5275",8036,2,"7,553",481,"81,836","0",0,NA,NA,NA,220,19
"5276",9340,0,"6,203",3136,"78,569","0",0,NA,NA,NA,220,20
"5277",9056,0,"3,063",5993,"72,326","0",0,NA,NA,NA,220,21
"5278",8496,0,"1,168",7328,"64,693","0",0,NA,NA,NA,220,22
"5279",7640,0,"363",7277,"57,113","0",0,NA,NA,NA,220,23
"5280",6833,0,"0",6833,"49,995","0",0,NA,NA,NA,220,24
"5281",6227,0,"0",6227,"43,509","0",0,NA,NA,NA,221,1
"5282",5948,0,"0",5948,"37,314","0",0,NA,NA,NA,221,2
"5283",5706,0,"78",5628,"31,452","0",0,NA,NA,NA,221,3
"5284",5634,0,"1,687",3947,"27,340","0",0,NA,NA,NA,221,4
"5285",5617,0,"3,063",2554,"24,679","0",0,NA,NA,NA,221,5
"5286",5849,0,"5,009",839,"23,805","0",0,NA,NA,NA,221,6
"5287",6613,0,"6,203",410,"23,377","0",0,NA,NA,NA,221,7
"5288",7071,296,"12,199",-5424,"28,584","0",0,NA,NA,NA,221,8
"5289",6853,4006,"13,263",-10417,"38,584","0",0,NA,NA,NA,221,9
"5290",6750,8491,"13,289",-15030,"53,013","0",0,NA,NA,NA,221,10
"5291",5613,11519,"13,289",-19195,"71,440","0",0,NA,NA,NA,221,11
"5292",6241,15516,"12,225",-11351,"82,337","-10,149",-10148.79708,NA,NA,NA,221,12
"5293",4750,17352,"12,225",0,"82,337","-24,827",-24827.38878,NA,NA,NA,221,13
"5294",4970,16491,"13,860",0,"82,337","-25,381",-25380.83401,NA,NA,NA,221,14
"5295",5530,13636,"13,860",0,"82,337","-21,965",-21965.28203,NA,NA,NA,221,15
"5296",6045,10715,"14,094",0,"82,337","-18,763",-18763.04343,NA,NA,NA,221,16
"5297",6678,5794,"14,146",0,"82,337","-13,261",-13260.88267,NA,NA,NA,221,17
"5298",6872,1712,"14,146",0,"82,337","-8,986",-8985.931178,NA,NA,NA,221,18
"5299",7990,3,"14,172",0,"82,337","-6,184",-6183.948189,NA,NA,NA,221,19
"5300",9464,0,"13,315",0,"82,337","-3,851",-3851.459361,NA,NA,NA,221,20
"5301",9114,0,"12,251",0,"82,337","-3,137",-3136.73506,NA,NA,NA,221,21
"5302",8620,0,"10,797",0,"82,337","-2,177",-2177.487776,NA,NA,NA,221,22
"5303",7704,0,"9,162",0,"82,337","-1,458",-1457.968466,NA,NA,NA,221,23
